Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
40647485,Rafina,Shandana Minhas,"Minhas, Shandana",,"=""9386215381""","=""9789386215383""",0,2.84,Pan Macmillan India,Hardcover,280,2018,,,2018/07/19,to-read,to-read (#607),to-read,,,,0,,,0,,,,,
35430013,A Thousand Beginnings and Endings,Ellen Oh,"Oh, Ellen","Elsie Chapman, Melissa de la Cruz, Julie Kagawa, Renée Ahdieh, Roshani Chokshi, Aliette de Bodard, Cindy Pon, Alyssa Wong, Sona Charaipotra, Aisha Saeed, Lori M. Lee, Shveta Thakrar, Preeti Chhibber, E.C. Myers, Rahul Kanakia","=""0062671170""","=""9780062671172""",0,3.77,Greenwillow Books,ebook,336,2018,2018,,2018/07/18,to-read,to-read (#606),to-read,,,,0,,,0,,,,,
27973757,The Girl of Ink and Stars,Kiran Millwood Hargrave,"Hargrave, Kiran Millwood",Helen Crawford-White,"=""1910002747""","=""9781910002742""",0,3.71,Chicken House,Paperback,228,2016,2016,,2018/07/18,to-read,to-read (#605),to-read,,,,0,,,0,,,,,
23280232,Still Alice,Lisa Genova,"Genova, Lisa",,"=""1501107739""","=""9781501107733""",0,4.31,Pocket Books,Paperback,336,2014,2007,,2018/07/18,to-read,to-read (#604),to-read,,,,0,,,0,,,,,
33358536,Miss Abbott and the Doctor,Maripaz Villar,"Villar, Maripaz",,"=""""","=""""",0,4.56,,,1277,,,,2018/07/17,to-read,to-read (#603),to-read,,,,0,,,0,,,,,
25582830,Beetle Boy (The Battle of the Beetles #1),M.G. Leonard,"Leonard, M.G.",,"=""054585346X""","=""9780545853460""",0,4.15,The Chicken House,Hardcover,288,2016,2016,,2018/07/16,to-read,to-read (#602),to-read,,,,0,,,0,,,,,
31420736,Bang,Barry Lyga,"Lyga, Barry",,"=""0316315508""","=""9780316315500""",0,3.98,"Little, Brown Books for Young Readers",Hardcover,304,2017,2017,,2018/07/16,to-read,to-read (#601),to-read,,,,0,,,0,,,,,
38524301,Shades of Magic Vol. 1: The Steel Prince,V.E. Schwab,"Schwab, V.E.",Andrea Olimpieri,"=""1785865870""","=""9781785865879""",0,3.75,Titan Comics,Paperback,112,2019,2019,,2018/07/16,to-read,to-read (#600),to-read,"Thanks to me stalking Schwab on twitter I heard about this gem because apparently, spending days on goodreads isn't enough.<br/><br/><br/><br/>When's OCTOBER??",,,0,,,0,,,,,
15750692,"Malice (The Faithful and the Fallen, #1)",John Gwynne,"Gwynne, John",,"=""0230758452""","=""9780230758452""",0,4.14,Tor,Hardcover,672,2012,2012,,2018/07/16,"to-read, read-rn, recommended-by-friends","to-read (#599), read-rn (#6), recommended-by-friends (#6)",to-read,Every single review of this book by my friends is five-starred. Who am I to defy the high-end knowledge of my faithful friends?<br/><br/>*added*,,,0,,,0,,,,,
24641800,"The Demon in the Wood (The Shadow and Bone Trilogy, #0.1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.96,Henry Holt and Co.,ebook,30,2014,2014,,2018/07/14,to-read,to-read (#598),to-read,,,,0,,,0,,,,,
833701,On Beauty,Zadie Smith,"Smith, Zadie",,"=""0143017632""","=""9780143017639""",0,3.73,Penguin UK,Paperback,443,2006,2005,,2018/07/13,to-read,to-read (#597),to-read,,,,0,,,0,,,,,
36099237,Ayesha At Last,Uzma Jalaluddin,"Jalaluddin, Uzma",,"=""1443455857""","=""9781443455855""",0,3.90,HarperCollins Publishers,Paperback,320,2018,2018,,2018/07/10,to-read,to-read (#596),to-read,,,,0,,,0,,,,,
30964236,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1473629144""","=""9781473629141""",0,3.96,Hodder & Stoughton,Hardcover,402,2017,2017,,2018/07/08,to-read,to-read (#595),to-read,,,,0,,,0,,,,,
34715150,"The Magpie Lord (A Charm of Magpies, #1)",K.J. Charles,"Charles, K.J.",,"=""""","=""9780995799028""",0,4.07,KJC Books,ebook,222,2017,2013,,2018/07/08,to-read,to-read (#594),to-read,,,,0,,,0,,,,,
2839,Bridge to Terabithia,Katherine Paterson,"Paterson, Katherine",,"=""0439366771""","=""9780439366779""",0,4.00,Trumpet Club Special Edition,Paperback,128,1996,1977,,2018/07/07,to-read,to-read (#593),to-read,,,,0,,,0,,,,,
37796866,Vox,Christina Dalcher,"Dalcher, Christina",,"=""0440000785""","=""9780440000785""",0,3.55,Berkley,Hardcover,336,2018,2018,,2018/07/06,to-read,to-read (#592),to-read,,,,0,,,0,,,,,
15777621,This Song Will Save Your Life,Leila Sales,"Sales, Leila",,"=""0374351384""","=""9780374351380""",0,3.91,"Farrar, Straus and Giroux (BYR)",Hardcover,276,2013,2013,,2018/07/05,to-read,to-read (#591),to-read,,,,0,,,0,,,,,
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0571224385""","=""9780571224388""",0,4.10,Harper Perennial,Paperback,320,2009,1984,,2018/07/03,to-read,to-read (#590),to-read,,,,0,,,0,,,,,
125560,"Piano Lessons Can Be Murder (Goosebumps, #13)",R.L. Stine,"Stine, R.L.",,"=""0439671124""","=""9780439671125""",2,3.57,Scholastic Paperbacks,Paperback,144,2004,1993,2018/06/22,2016/08/13,"goosebumps-frenzy, horror-paranormal, old-school-library-reads, 50-states-challenge","goosebumps-frenzy (#19), horror-paranormal (#28), old-school-library-reads (#49), 50-states-challenge (#22)",read,"This book wasn't anything memorable. It's basically a rip-off from every other goosebumps books.<br/>The plot was cliche and totally predictable. Here,<br/><br/>- The MC and his family moves to an creepy and old house.<br/>- He finds a piano in the attic, and obviously brings it down. <br/>- He hears the piano playing by itself at night. (Every. Piano. Cliche. Ever)<br/>- His parents insists he should learn to play, so they put him under the tutor of a creepy old guy.<br/>- The neighborhood girl and a ghost warns him away from his new teacher and his school. <br/>- The stories turn out to be true.<br/><br/>And the ending? Uh, no one saw that coming! *eye rolls* Like, it was basically any child's guess. <br/><spoiler> The school is haunted and he was bought there because his hands were 'excellent' duh! And that creepy machine genius? Of course, he turns out to be the mastermind! And the ghost and her friends destroy him... forever?</spoiler> DUH<br/><br/>All in all, I wasn't very impressed with this book, even if it was my second time reading it. <br/><br/>",,,2,,,0,,,,,
103506,The Notebook,Nicholas Sparks,"Sparks, Nicholas",,"=""""","=""""",4,4.11,Warner Vision,Mass Market Paperback,213,1998,1996,2013/01/01,2016/05/28,"books-i-own, made-me-cry, really-liked-it, romance-lovey-dovey, mature-stuff, books-in-series, 50-states-challenge","books-i-own (#4), made-me-cry (#9), really-liked-it (#23), romance-lovey-dovey (#20), mature-stuff (#6), books-in-series (#14), 50-states-challenge (#21)",read,"The Notebook is the sappiest, cheesiest, most….er, romantic book I might’ve ever read. Nicholas Sparks weaves romantic lines from the simplest of words and they turn out cringey and good at the same time. <br/><br/><b>So, why the four stars? </b>This book was given to me by my uncle when I was barely fourteen. I remember reading it then and wondering if he had actually read it, and then thinking that if he had, then he must consider me mature enough to read this book, and feeling quite proud of the fact. Back then, I swooned over the romance, though<b> neither the characters nor the romance itself is swoon worthy.</b> I remember really loving the<b> miracle</b> aspect of the novel, of how Sparks thought that miracles really do happen, of hoping I’d encounter a miracle myself and be forced to believe the same. Rereading it now, expecting what is to come, I knew there wasn’t going to be any mind-blowing moments or anything remotely close. This is merely the way it is for me, and not a book I’d recommend to others. Looking at all the one-star reviews, I understand why this novel failed to please so many readers, but nevertheless, it remains one of the very few books I own, and so, it’s too important for me to not love it. I realize I sound as cheesy and corny as Sparks does in this book, so I’d get on with the review. <br/><br/>Noah Taylor Calhoun has loved only once. The summer he turned seventeen, he met Allie Nelson at a festival in his home town of New Bern in North Carolina. Allie was there for nearly two months, but those two months lasted a lifetime for the two of them. They met each day and made memories and slowly fell irrevocably in love. Fast forward, Noah is thirty-one and alone, renovating an old house he had always loved - losing himself in work - trying to stay away from the memories of the hazel-eyed girl he’d once fallen in love with. Allie is twenty-nine, engaged, and lives a routine life she’d always thought she’d lead. But an encounter with each other was all they needed. The old memories rush in. Bonding over candle-light dinner and kayak rides, the two once again discover why they’d fallen for each other, and even more, that they’d never stopped.<br/><br/>Noah and Allie’s relationship while at first might seem like insta-love, there are a thousand memories that make up their chemistry, but unfortunately the author doesn’t deem them necessary enough to share with his readers. The summer they initially met is mentioned many times, but only in conversation. We don’t get to see what or why they fell in love, nor do we get to see the development that is so obviously there. Sparks makes it work though; he makes us believe that Noah and Allie truly share a wonderful past, that there were some wonderful moments that keep them bonded. I only wish we could’ve experienced it with them.<br/><br/>What I loved the most was the family dynamic in this book. Noah’s father has no role here, but he’s so often present in Noah’s thoughts. I love how he made his father sound like this wise old man, who’d loved his son and raised him to be the tough, nature-loving gentleman that he is. And then there is this one instance, where Noah talks about losing a child and how it feels, of growing up together with your family, bringing up kids – they all hit right on the spot. I also loved Allie’s mother, who despite everything, loved her daughter and wanted her to be happy no matter what.<br/>The vivid, clear description of New Bern and the natural aura, the kayaking, canoeing, rain, art and paintings; everything felt heartrendingly nice to me. Even though this book is supposed to be set around the time of Second World War, we don’t get to see the bad side – the depression, the deaths, the bloodshed and poverty. I can’t decide if that is a good thing or bad.<br/><br/><b>The Romance?</b> If you have the patience for long-drawn, meant-to-be-poetic-but-are-actually-sap kinda romantic letters and descriptions of sex, then maybe you’ll love this book. There’s no way in hell that actual people speak the way Noah does, there’s no way people actually write such cringe-worthy letters. It is unrealistic, yes, for the most part. But what do you expect from a romance? The chemistry between Noah and Allie felt real to me, but sometimes hasty. I’d say the character of Lon Hammond had no real significance in this book, and the male characters all act a little too gentlemanly (there are only two of them actually). But I loved reading the very realistic concerns of an old man groping over his upcoming death, reminiscing his long life and feeling ancient – they felt real and believable, as if the author himself had such thoughts bothering him. <br/><br/><b>The Ending ?</b> was far too stretched and the author dwelt on the same thing again and again, as if he didn’t know how to end it all and was waiting for inspiration to strike. There were some fillers, some boring parts – unnecessary additions that could’ve been avoided. Otherwise, there wasn’t a real ending at all.",,,1,,,0,,,,,
125607,"I Live in Your Basement! (Goosebumps, #61)",R.L. Stine,"Stine, R.L.",,"=""0590399861""","=""9780590399869""",1,3.55,Scholastic,Paperback,128,1997,1997,2018/06/30,2018/06/30,"not-really-my-thing, horror-paranormal, i-didnt-get-the-point, goosebumps-frenzy, 50-states-challenge","not-really-my-thing (#10), horror-paranormal (#70), i-didnt-get-the-point (#49), goosebumps-frenzy (#37), 50-states-challenge (#19)",read,,,,1,,,0,,,,,
452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,"Brashares, Ann",,"=""0385729332""","=""9780385729338""",2,3.80,Delacorte Press,Hardcover,294,2001,2001,2018/06/30,2018/06/21,"50-states-challenge, chick-lit, books-in-series, contemporary, could-have-been-better, i-didnt-get-the-point, liked-it-but-i-am-not-sure, not-really-my-thing, romance-lovey-dovey, young-adult, over-hyped","50-states-challenge (#18), chick-lit (#58), books-in-series (#86), contemporary (#74), could-have-been-better (#35), i-didnt-get-the-point (#48), liked-it-but-i-am-not-sure (#49), not-really-my-thing (#9), romance-lovey-dovey (#116), young-adult (#164), over-hyped (#21)",read,"<b>This book was supposed to be about friendship and female bonding.</b> It was supposed to be a beautiful summer read that would give me friendship goals.<b> But of course it is not.</b> Of course it is about teenage girls doing teenage stuff. Of course it is about 15-yos swooning over older guys and thinking about sex. Of course it is about girls apparently falling in love with guys they’ve never talked to. Of course it is features 15 yo-s travelling from country to country like that costs nothing. And of course on the other hand, it features teenage girl fretting over not having money. <br/><br/>The only character I remotely loved was Bailey. And Of course <spoiler>she had to die</spoiler>. Not even the dirty pants could save this book for me. <br/><br/><b>Frankly, I expected to love this.</b> I should’ve known. Who was I kidding?",,,1,,,0,,,,,
23369370,"Hello, Goodbye, and Everything in Between",Jennifer E. Smith,"Smith, Jennifer E.",,"=""0316334421""","=""9780316334426""",0,3.61,Poppy,Hardcover,246,2015,2015,,2018/06/21,lost-interest,lost-interest (#1),lost-interest,,,,0,,,0,,,,,
34379720,"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,"Chakraborty, S.A.",,"=""0062690957""","=""9780062690951""",0,4.11,Harper Voyager,Paperback,544,2017,2017,,2018/06/28,to-read,to-read (#588),to-read,,,,0,,,0,,,,,
35297469,Starry Eyes,Jenn Bennett,"Bennett, Jenn",,"=""148147880X""","=""9781481478809""",0,4.05,Simon  Schuster Books for Young Readers,Hardcover,421,2018,2018,,2018/06/28,to-read,to-read (#587),to-read,,,,0,,,0,,,,,
9418327,Bossypants,Tina Fey,"Fey, Tina",,"=""""","=""""",0,3.95,Reagan Arthur Books,Kindle Edition,283,2011,2011,,2018/06/28,to-read,to-read (#586),to-read,,,,0,,,0,,,,,
448873,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,"Turner, Megan Whalen",,"=""0060824972""","=""9780060824976""",0,3.85,Greenwillow Books,Paperback,280,2005,1996,,2018/06/28,to-read,to-read (#585),to-read,,,,0,,,0,,,,,
19732381,Dangerous Boys,Abigail Haas,"Haas, Abigail",Abby McDonald,"=""""","=""""",0,3.68,Simon & Schuster UK,Kindle Edition,336,2014,2014,,2018/06/28,to-read,to-read (#584),to-read,,,,0,,,0,,,,,
295305,"Wolf Brother (Chronicles of Ancient Darkness, #1)",Michelle Paver,"Paver, Michelle",Geoff Taylor,"=""0060728272""","=""9780060728274""",0,4.18,HarperTrophy,Paperback,295,2006,2004,,2018/06/27,to-read,to-read (#583),to-read,,,,0,,,0,,,,,
5983996,Brodeck,Philippe Claudel,"Claudel, Philippe",John Cullen,"=""0385527241""","=""9780385527248""",0,4.14,Nan A. Talese,Hardcover,336,2009,2007,,2018/06/26,to-read,to-read (#582),to-read,,,,0,,,0,,,,,
35791972,The Last Watchman of Old Cairo,Michael David Lukas,"Lukas, Michael David",,"=""0399181164""","=""9780399181160""",0,3.76,Random House,Hardcover,288,2018,2018,,2018/06/25,to-read,to-read (#581),to-read,,,,0,,,0,,,,,
30358505,The Refugees,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802126391""","=""9780802126399""",0,3.88,Grove Press,Hardcover,209,2017,2017,,2018/06/24,to-read,to-read (#580),to-read,,,,0,,,0,,,,,
40521416,An American Marriage,Tayari Jones,"Jones, Tayari",,"=""9781616207""","=""9781616207604""",4,3.95,ALGONQUIN BOOKS OF CHAPEL HILL,ebook,512,2018,2018,2018/06/22,2018/06/20,"2018, 50-states-challenge, contemporary, family, favorite-dads, favorite-moms, really-liked-it, romance-lovey-dovey, verging-on-five-stars, young-adult, why-no-hype","2018 (#8), 50-states-challenge (#13), contemporary (#69), family (#12), favorite-dads (#4), favorite-moms (#6), really-liked-it (#94), romance-lovey-dovey (#112), verging-on-five-stars (#11), young-adult (#159), why-no-hype (#18)",read,"I would’ve loved to give this book five stars, but something is stopping me. Four seems like an injustice to this book, considering that I’ve been four-starring books that are nowhere near as good as this. I’ll settle for a <b>4.5/5 stars.</b><br/><br/><b><u>The Plot</b></u><br/><br/><blockquote>An American Marriage is a quick read. <b>It is about being black in America, being married, being in love, and being away from your loved ones for too long. </b> Roy Othaniel Hamilton and Celestial Davenport are in their earliest stage of marriage – the settling down stage. They have it all – money, home, car, jobs and a promising future. But when life decides to throw them lemons, they forget to make lemonades. Andre and Celestial have always been best friends since childhood. When things with her husband gets bad, Celestial turns to Andre for comfort. <br/><b>Would being together by obligation beat being together by love? And what does it mean, to be a black man in America?</b></blockquote><br/><br/><b><u>The Writing</b></u><br/><br/><blockquote>It is written in three-person point-of-view. Unlike many other books attempting multiple point-of-views, this book actually manages to let you know where you are, who’s talking. It works, this three pov thing, and it is actually what makes us readers get hooked.<br/><b>It was amazing, the pacing and plotting of this book. </b> There wasn’t a single moment to be bored. Even though the book is about 400+ pages, you just fly by. The writing was really familiar to me, it felt really smooth, and didn’t take time to get used to. <b>The story was completely satisfactory.</b> No loose, dangling threads, no issues unaddressed.  The ending could have been a total let-down, if it wasn’t handled right,<b> which was fortunately not the case.</b></blockquote><br/><br/><b><u>The Characters</b></u><br/><br/><blockquote>A cast of well-developed characters and the complex relationships between them is what makes this book a winner.  BUT, if there was anything lacking for me in this book, it was <b><i>emotional attachment</i></b>. <b>I couldn’t really feel for the characters, and I suspect Tayari Jones deliberately made it that way. </b>You see, <b>you can’t take sides in this book.</b> There comes a time when you’re forced to, when people make bad decisions, when you consider one person well over the other. But really, Jones leaves no space for siding up. All three characters are on their own, and all you feel for them is empathy. Believe me, you just can’t take sides. I’ve tried. Even with the depth and closeness to reality these characters exhibit, there was something lacking too. The intensity. Somehow it works too. </blockquote><br/><br/><b><u>The relationships</u></b><br/><br/><blockquote>The complexity of the relationships in this book is mind-blowing.<b> And the intricately delicate way Jones handled it, was brilliant it say the least.</b> Roy and Celestial’s relationship was fragile from the start. They’ve been married for only about one-and-a-half year before tragedy strikes. On the other hand Andre and Celestial have known each other for a long time. This complexity shows throughout the story. But I have to say, <b>the connection, the chemistry between the leads was missing.</b> Again, I don’t know if it was deliberate, because it would only have complicated things more. <b>All throughout the book, I felt like Jones never intended for her readers to connect to the story, for her characters to be intense,<u> just so we could focus on the big picture.</u></b> It must have worked, because all I cared for was how it all ended. And it ended well. Though, I was a bit disappointed a bit with the turn of events in Roy’s life. <spoiler>He ends up with the woman with whom he spends the first two nights after his release. </spoiler> There wasn’t much visible growth in the character’s lives.<br/><br/>What I loved the most about this book, were THE PARENTS. Roy’s mama Olive and daddy Big Roy were one of the best parents I’ve read of. That was family goals. I loved Big Roy so much. I wished we had more of Olive though. Celestial’s parents were really well developed and impactful too. I especially loved Mr. Davenport and his devoted loyalty to Roy and the Black community. Also, I’ve got to say this - <b>having read so much on family and relationships, I feel like the Black community has the most intense relationship and the deepest connection to each other. </b>They care so much for their brothers and sisters, their family, their fellow countrymen. It’s unnerving, their emotional attachment. It’s relationship goals. They’d die defending their friends and family. And I think the rest of the world has a lot to learn from the way the black people treat each other. </blockquote><br/><br/>To sum up,<b> this book is one of the best book of 2018 I’ve read so far, and I believe it would be throughout the year. </b> There are some amazing life lessons to be gained from this book. You’d definitely not regret reading this. <br/><b><i><blockquote> “Time can’t always be measured with a watch, or a calendar or even grains of sand.”<br/></b></i></blockquote><br/><br/><br/><br/>*******************************<br/><br/><b>Initial Review -</b><br/><br/>WONDERFULLY CRAFTED, a must read.",,,1,,,0,,,,,
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",2,4.07,Bethany House Publishers ,Paperback,104,1999,1843,2018/06/24,2018/06/20,"50-states-challenge, audiobooks, classics, horror-paranormal, not-really-my-thing","50-states-challenge (#15), audiobooks (#4), classics (#39), horror-paranormal (#69), not-really-my-thing (#8)",read,"It was the first time I got to see some real Christmas in literature, but if any of you are planning to read this, make sure you don't choose the audio-book. The narrators do a good job, but otherwise, it doesn't stick. At all.<br/><br/>",,,1,,,0,,,,,
125581,"The Girl Who Cried Monster (Goosebumps, #8)",R.L. Stine,"Stine, R.L.",,"=""0439693535""","=""9780439693530""",3,3.51,Scholastic Paperbacks,Paperback,144,2005,1993,2018/06/21,2016/07/27,"young-adult, suspense-thriller-mystery, horror-paranormal, fantasy, books-for-children, old-school-library-reads, goosebumps-frenzy, 50-states-challenge","young-adult (#53), suspense-thriller-mystery (#6), horror-paranormal (#10), fantasy (#16), books-for-children (#27), old-school-library-reads (#2), goosebumps-frenzy (#5), 50-states-challenge (#12)",read,"This was the first Goosebumps book I ever read. It was well over six years ago, but I still remember how I finished reading it in one-sitting, one hefty afternoon when my cousin had come over. He was talking to my sister, and by the time I’d finished, they were still talking! Anyway, this book is nowhere as good as how it appeared to me back then. But still, you have to give Stine some credit. That guy has some serious creepy-book-writing talent. <br/><br/>Lucy is twelve always cooks up monster stories to scare her 6-yo brother. She’s usually obsessed over monsters, and it’s easy to scare her brother Randy and even her best friend Aaron. But one day, she happens to witness their town librarian Mr. Mortman turning into an actual monster and eating yucky moths and flies. Turns out, nobody believes her. Her mother thinks it’s just another monster story she made up to keep away from the library. But Lucy is determined to have them believe her, she’s going to show them proof. And meanwhile, she needs to make sure the monster doesn’t realize she knows his secret, or she’d be his next meal instead of the flies! <br/><br/>It’s amazing how easily Stine comes up with such believable characters and cooks up such ridiculously creepy stories. But they’re entertaining and easy to read. I didn’t particularly like Lucy because she was stupid, and never treated her best friend Aaron, right. Neither did he, for that matter. Though that’s understandable because they’re kids. The ending was a big twist I didn’t see coming. <spoiler>Lucy’s whole family actually feed on monsters and have fangs! </spoiler> <br/><br/>For a goosebumps book, it was pretty good thrill. But it’s still childish and sometimes even a bit predictable. Otherwise though, a quick easy scare!<br/>",,,2,,,0,,,,,
18655891,Arts & Entertainments,Christopher R. Beha,"Beha, Christopher R.",,"=""0062322478""","=""9780062322470""",0,3.19,Ecco,ebook,288,2014,2014,,2018/06/20,to-read,to-read (#579),to-read,,,,0,,,0,,,,,
18490689,Over Easy,Mimi Pond,"Pond, Mimi",,"=""1770461531""","=""9781770461536""",0,3.62,Drawn & Quarterly,Hardcover,272,2014,2014,,2018/06/20,to-read,to-read (#578),to-read,,,,0,,,0,,,,,
331920,Flipped,Wendelin Van Draanen,"Draanen, Wendelin Van",,"=""0375825444""","=""9780375825446""",4,3.95,Knopf,Paperback,212,2003,2001,2018/06/20,2018/06/14,"50-states-challenge, adapted-to-tv-movie, books-for-children, contemporary, family, hopefully-more-to-come, i-need-the-book, liked-it-but-i-am-not-sure","50-states-challenge (#11), adapted-to-tv-movie (#17), books-for-children (#56), contemporary (#68), family (#11), hopefully-more-to-come (#7), i-need-the-book (#15), liked-it-but-i-am-not-sure (#46)",read,"First things first – <b>that cover is so good!</b> And now that I’ve read the book, I’m even more in love with it, knowing its significance. I mean, look at it? It’s just a chick, there’s nothing else. But I love its simplicity and the idea in general (I know you're gonna judge my poor choices or something, but I love what I love, get over it ;)<br/><br/><b>Flipped is not a romance,</b> despite what the book might want you to believe. It’s more of a coming-of-age story about two different kids, with problems and personality of their own. Bryce Loski is a shy teenager, and has hated Juli Baker ever since the first day he saw her when they moved to her neighborhood and she fell for him, or more like his blue eyes. The outgoing, enthusiastic girl that she is, Juli still fails to impress Bryce. But then, Juli starts to realize that Bryce is more than his blue eyes, and Bryce starts to realize that what matters are the matters of the heart.<br/><br/>•	Bryce’s pov was really impressive to read. He talks to us like it matters to him how we see things, and it felt refreshing to be included and considered.<br/><br/>•	Juli seemed a little too over-enthusiastic and idk, over-the-top in almost everything she does, in her crush on Bryce, her love for the sycamore, her daily actions in general. <br/><br/>•	Both of the characters aren’t particularly likeable. But I did like reading Juli’s view on everything. She looks ‘at the big picture’.<br/><br/>•	Idk, but Juli’s and Bryce’s family were weird. Like <i><b>very very weird </i></b> and <u>unrealistic.</u><br/><br/>•	Like, take Juli’s brother for an instance – owning a boa constrictor? Isn’t that illegal or something? Also, Bryce’s dad was a dick and Bryce himself was a coward. But I loved Juli’s dad and Bryce’s mom – they were the only sensible people in the book.<br/><br/>•	The whole ‘Basket Boy’ thing was really weird and funny and idk, unbelievable. Selling boys and their handsome face for money? It was kinda cruel if you ask me. I mean, if it were ‘Basket Girls’ the whole world would have been chasing the school authorities with pitchforks. But alas, those poor unfortunate boys have nobody to speak up for them.<br/><br/>•	<b>The Ending</b> in my opinion was unsatisfactory. True, the author succeeded on giving us a mental picture of how things might go on. But it felt abrupt and scraped off a bark. There wasn’t much of a conclusion, any confrontation of sorts or anything pleasing in general. I wasn’t ready to buy it.<br/><br/>This book is just another coming-of-age book. The characters are unique in the sense that, they’re weird and don’t try hard to be relatable or anything. But the message as a whole was promising and hopeful. I wish I could’ve read this as a child. Definitely something I’d buy my kids though. It’s got a lot to teach young kids. Recommended.<br/><br/><br/><br/><br/>",,,1,,,0,,,,,
